カテゴリID,カテゴリ名,カテゴリ名（フル）
nURUaGQHrdzC52G4NDJKKR,フリースジャケット・ボアジャケット,ファッション > メンズ > ジャケット・アウター > フリースジャケット・ボアジャケット
airafdZy2KsZPyxXckEyAB,キルティングジャケット,ファッション > メンズ > ジャケット・アウター > キルティングジャケット
nVzEHmeq7374Mt2eYqzsU7,ワークパンツ・カーゴパンツ・ペインターパンツ,ファッション > メンズ > パンツ > ワークパンツ・カーゴパンツ・ペインターパンツ
pJzwdAmV6tHa32jdy79wJM,スラックス,ファッション > メンズ > パンツ > スラックス
m2yJx2STNjHZYC7RQvpo2H,チノパン,ファッション > メンズ > パンツ > チノパン
bCv8av8oBHb3Yg8M3Y2apF,ショートパンツ・ハーフパンツ,ファッション > メンズ > パンツ > ショートパンツ・ハーフパンツ
fY7ooMWFNfucdHAbBfNDC8,サルエルパンツ,ファッション > メンズ > パンツ > サルエルパンツ
67QSGVR9NGQPCPZsAFb2o3,オーバーオール・つなぎ,ファッション > メンズ > パンツ > オーバーオール・つなぎ
VzoyDjYf6oSPVLqf9hKAiF,その他,ファッション > メンズ > パンツ > その他
pkssdcuqGtxjarKzMHtKB5,ワイドパンツ・イージーパンツ,ファッション > メンズ > パンツ > ワイドパンツ・イージーパンツ
oaUaEYhtfjM35UnrjYoyjb,ジョガーパンツ・スウェットパンツ,ファッション > メンズ > パンツ > ジョガーパンツ・スウェットパンツ
kTSFyrtWvrEaDLudtr6gmC,スキニーパンツ,ファッション > メンズ > パンツ > スキニーパンツ
aDmEsAeamH76aVfri9JyTF,スニーカー,ファッション > メンズ > 靴 > スニーカー
LJPY78sNGjr86sCiuX9Zy3,長靴・レインシューズ,ファッション > メンズ > 靴 > 長靴・レインシューズ
QxK3BpKE5ioaxAaLToCtJL,その他,ファッション > メンズ > 靴 > その他
jnx8jhiQ2VXadSE9aqLVfe,スリッポン,ファッション > メンズ > 靴 > スリッポン
ZvehNburEHXvukZTRmFWiK,トートバッグ,ファッション > メンズ > バッグ > トートバッグ
SGJgCjfbVT3Yv3URAXJzZX,ボストンバッグ・旅行用バッグ,ファッション > メンズ > バッグ > ボストンバッグ・旅行用バッグ
Vm57do2bTVC5wNDcpBrYuM,リュック・バックパック,ファッション > メンズ > バッグ > リュック・バックパック
WrMwqBtXiHZsyoehiD634G,ボディバッグ・ウエストポーチ,ファッション > メンズ > バッグ > ボディバッグ・ウエストポーチ
dZBAY2h7mLKvmviYDkdGN,ドラムバッグ,ファッション > メンズ > バッグ > ドラムバッグ
pg8hgzb3rq6GNYgNtfbWGc,ビジネスバッグ,ファッション > メンズ > バッグ > ビジネスバッグ
oaRD8SorG7tSgWWrME7Nz5,キャリーケース,ファッション > メンズ > バッグ > キャリーケース
shLPjBP8om8cC9Bf3cPc8o,エコバッグ,ファッション > メンズ > バッグ > エコバッグ
DXwu89HxEJq3gjFDpULSJA,その他,ファッション > メンズ > バッグ > その他
2Qr4U4MSjqAEXtWuQwNDEg,クラッチバッグ,ファッション > メンズ > バッグ > クラッチバッグ
h4TsNpZhCF36eUs3Vtdmhg,ビジネスジャケット,ファッション > メンズ > スーツ > ビジネスジャケット
kk86shqwPSf4NCnSfCUkwn,スーツベスト,ファッション > メンズ > スーツ > スーツベスト
sz4mHZmLyeCzU6XjzjTEoQ,スラックス,ファッション > メンズ > スーツ > スラックス
nX7Uc58icjzekhkzt6KcNJ,ビジネススーツ,ファッション > メンズ > スーツ > ビジネススーツ
g56dkSQLsX3FYr5y5j9YsW,その他,ファッション > メンズ > スーツ > その他
sLsE8barkJMsj5msjViRjg,カジュアルスーツ,ファッション > メンズ > スーツ > カジュアルスーツ
LNCeQabKMCGgfxRwc5DxsD,ブラックフォーマル,ファッション > メンズ > スーツ > ブラックフォーマル
BttvtedEME5J9xp3zinHwZ,タキシード,ファッション > メンズ > スーツ > タキシード
Em9ctmUiFGxAjPbVayxQF3,モーニング・フロックコート,ファッション > メンズ > スーツ > モーニング・フロックコート
tjR3x9ucqBpuXTd7WqjKuG,燕尾服,ファッション > メンズ > スーツ > 燕尾服
ygpnQnTac2DpRr9FciCaYh,フォーマルベスト,ファッション > メンズ > スーツ > フォーマルベスト
XMiwTG599snqGWPP8n44zd,フォーマルシャツ,ファッション > メンズ > スーツ > フォーマルシャツ
KcoE47UhpwQ3dzXfo2ayRc,カフス,ファッション > メンズ > スーツ > カフス
TxscXRtKrf8ELYVqRKN4CF,ニット帽・ビーニー,ファッション > メンズ > 帽子 > ニット帽・ビーニー
peQuagYxxhv7E9SofgDDsH,ベレー帽,ファッション > メンズ > 帽子 > ベレー帽
z7n5a93qLvk957c2iLiBP6,キャスケット,ファッション > メンズ > 帽子 > キャスケット
ZnD4H6b8fomydh7i4Zy577,サンバイザー,ファッション > メンズ > 帽子 > サンバイザー
DJySvz7ktbxCUy9RzoNZnK,その他,ファッション > メンズ > 帽子 > その他
pK4CG97SryiMRjGJk5fjtT,麦わら帽子,ファッション > メンズ > 帽子 > 麦わら帽子
gz4D6DNeYv4cHkS2H7TdUo,ハンチング,ファッション > メンズ > 帽子 > ハンチング
hJGepZ3iY8gAP9enME3KrB,ネックレス,ファッション > メンズ > アクセサリー > ネックレス
2NNqhPPGiQKn4p6pFJBK4N,ブレスレット,ファッション > メンズ > アクセサリー > ブレスレット
ZaqrECRgvy5Tm8nXDnPEda,バングル・リストバンド,ファッション > メンズ > アクセサリー > バングル・リストバンド
kK6kuarnUxFTVWxv2MF66b,リング・指輪,ファッション > メンズ > アクセサリー > リング・指輪
Diq2Po39sjEZuPDz6QcxRB,ピアス(片耳用),ファッション > メンズ > アクセサリー > ピアス(片耳用)
XH3wrtWufLoPkN5ktaXPBg,ピアス(両耳用),ファッション > メンズ > アクセサリー > ピアス(両耳用)
jiUdgnYMWg6LcQ6FmKNasU,アンクレット,ファッション > メンズ > アクセサリー > アンクレット
mL4WwNhsir2UQ9e3dhVPve,その他,ファッション > メンズ > アクセサリー > その他
CnVpzRNKZUTuowCLofyLjh,ノンホールピアス・マグネットピアス,ファッション > メンズ > アクセサリー > ノンホールピアス・マグネットピアス
7EWuPsrC8JdjPsUM2dGrGV,ボディピアス,ファッション > メンズ > アクセサリー > ボディピアス
Whh3qDgNLhnQFnz8mczM2K,イヤリング,ファッション > メンズ > アクセサリー > イヤリング
4Ad6EmZCK4CNkr8wbh4BAC,イヤーカフ・イヤーフック,ファッション > メンズ > アクセサリー > イヤーカフ・イヤーフック
nLPVMLjuCJnRUF7kpqh8dD,キークロシェット,ファッション > メンズ > アクセサリー > キークロシェット
YhgVDmMbkEbpZq7PXpFdfm,ループタイ,ファッション > メンズ > アクセサリー > ループタイ
ETimoyZJh7EQaHL3SBKNeU,長財布,ファッション > メンズ > 小物 > 長財布
mDVX3uA7vzRbcvuqoSsfNJ,マネークリップ,ファッション > メンズ > 小物 > マネークリップ
bgBx4Kx4TkTPyCED97AVfj,コインケース・小銭入れ,ファッション > メンズ > 小物 > コインケース・小銭入れ
p4zuUC253EWbnuEz7hapbi,名刺入れ,ファッション > メンズ > 小物 > 名刺入れ
Y6BzWZoA9VtbyYjeRzhnSL,キーケース,ファッション > メンズ > 小物 > キーケース
szdrpAhwmUrAgz26neEvtf,キーホルダー・キーリング,ファッション > メンズ > 小物 > キーホルダー・キーリング
PFqXGHy9sKrNiZxxt2A2g3,ネクタイ,ファッション > メンズ > 小物 > ネクタイ
D6Sy2XLcgErYk9QDF9LkFj,手袋,ファッション > メンズ > 小物 > 手袋
NhCXqZQmcP4FrmYsPzDkTF,ハンカチ,ファッション > メンズ > 小物 > ハンカチ
uUj69RNLzFSns9GwU5Fcme,ベルト,ファッション > メンズ > 小物 > ベルト
aLoqu4Lnh94smJ5KRdTb4Z,マフラー,ファッション > メンズ > 小物 > マフラー
ASJdSZjBrZrVKi3jnRfrMi,ストール,ファッション > メンズ > 小物 > ストール
JCD523aAobkTQycgBXhqzY,バンダナ,ファッション > メンズ > 小物 > バンダナ
HHasYayR9Wiwam4LwjtCZo,ネックウォーマー,ファッション > メンズ > 小物 > ネックウォーマー
FPvGtwr5maZmt8HcYbWNiK,サスペンダー,ファッション > メンズ > 小物 > サスペンダー
8mtuQojemZGE3HV2u4Adh6,ウォレットチェーン,ファッション > メンズ > 小物 > ウォレットチェーン
BvrwoEUbjkiGseMPVed7kQ,サングラス,ファッション > メンズ > 小物 > サングラス
kTmUYwjxzmVK2NN75D4uuj,ネクタイピン,ファッション > メンズ > 小物 > ネクタイピン
UXbK56UvassQzCJ9ADt6CR,カフリンクス,ファッション > メンズ > 小物 > カフリンクス
4J2TEwJquS5c9iGRuZsgKg,耳あて・イヤーマフ,ファッション > メンズ > 小物 > 耳あて・イヤーマフ
Earu3oAA59mAk6PMnab6qG,レインコート,ファッション > メンズ > 小物 > レインコート
k2ZsPrC3BXeQU2pCkuaJF4,その他,ファッション > メンズ > 小物 > その他
E2A7zUycNpqiHUibyvNBbD,フラグメントケース,ファッション > メンズ > 小物 > フラグメントケース
LbAKpbvqDZB4Nx7rirvEmL,メガネ,ファッション > メンズ > 小物 > メガネ
VMDxgK5nP6rffjHZSdnmtm,ハ?スケース・定期入れ,ファッション > メンズ > 小物 > ハ?スケース・定期入れ
Rph2dvsEi63pqussHVZm7D,カードケース,ファッション > メンズ > 小物 > カードケース
2GP7Z4psz2jJ7z8nx95K8H,腕時計(デジタル),ファッション > メンズ > 時計 > 腕時計(デジタル)
bn6YuhczooYRDVRKNby9aA,ラバーベルト,ファッション > メンズ > 時計 > ラバーベルト
g6RHFPpFVfaXvX8x39RdHA,レザーベルト,ファッション > メンズ > 時計 > レザーベルト
XzXMaeEQT6jaDBRrcuiKYX,金属ベルト,ファッション > メンズ > 時計 > 金属ベルト
WgDFbRw4VE42Ru6Dh2pNgC,その他,ファッション > メンズ > 時計 > その他
RyAGdcu4XTqdf8qPLBNLQG,水着,ファッション > メンズ > 水着・ラッシュガード > 水着
dsWF53GUzso3QaoL23HNXL,競泳水着・スポーツ用,ファッション > メンズ > 水着・ラッシュガード > 競泳水着・スポーツ用
Ue7reSCuYirjJzsKxsvJqU,アクセサリー,ファッション > メンズ > 水着・ラッシュガード > アクセサリー
k2yYxU6mkSUTnyb7BEDRUP,その他,ファッション > メンズ > 水着・ラッシュガード > その他
5RSP8yHziBEjS8xBXxsqbH,ラッシュガード,ファッション > メンズ > 水着・ラッシュガード > ラッシュガード
WbJsfLyrPMW4tb5TR4HPXS,ソックス,ファッション > メンズ > レッグウェア > ソックス
tsPgtPjp3XCa9f9nMFzqkJ,レギンス・スパッツ,ファッション > メンズ > レッグウェア > レギンス・スパッツ
M6wzq2KfMReNYooJJWf6t9,レッグウォーマー,ファッション > メンズ > レッグウェア > レッグウォーマー
njUXximqzHtnQbVogyTwj7,その他,ファッション > メンズ > レッグウェア > その他
QyEDASEkbKbznJenQQH3Nb,トランクス,ファッション > メンズ > 下着・アンダーウェア > トランクス
NAXRipTdLYs6aK6gKBw8vH,ボクサーパンツ,ファッション > メンズ > 下着・アンダーウェア > ボクサーパンツ
sTWXUn2ewUQcwF9FDqtZGE,その他,ファッション > メンズ > 下着・アンダーウェア > その他
sjzAfLmsZWLEFjmZSyBomH,パジャマ,ファッション > メンズ > ルームウェア・パジャマ > パジャマ
QoyhVzpPm4FRCNVibjdmTM,ルームウェア,ファッション > メンズ > ルームウェア・パジャマ > ルームウェア
bzQAwknJme2zE7AuikEgm,バスローブ・ガウン,ファッション > メンズ > ルームウェア・パジャマ > バスローブ・ガウン
bgkayTJiSMmc976N6CuPug,腹巻き,ファッション > メンズ > ルームウェア・パジャマ > 腹巻き
7p6nTnExSpJcrbrRef7pcN,ステテコ,ファッション > メンズ > ルームウェア・パジャマ > ステテコ
DREbjZifTG6DiFMKiLXg7c,その他,ファッション > メンズ > ルームウェア・パジャマ > その他
U6hU9RFcgRELn9DSkkr29f,フルウィッグ,ファッション > メンズ > ウィッグ・エクステ > フルウィッグ
SrKNkUiJBCEMpCH353RTCS,頭頂部ウィッグ,ファッション > メンズ > ウィッグ・エクステ > 頭頂部ウィッグ
vMf6eCBB2PCYh9SwDxJU2F,エクステ,ファッション > メンズ > ウィッグ・エクステ > エクステ
VKTLnMH9jTS2Zrq9ts8jQH,その他,ファッション > メンズ > ウィッグ・エクステ > その他
EjtK2qYtSncQ2h6rzxBz7g,スクールコート,ファッション > メンズ > 学生服 > スクールコート
qWNF4doG9e5eAogocqwY67,ズボン,ファッション > メンズ > 学生服 > ズボン
7hGe6wAkWZG9Q4rkb2MF8G,スクールシャツ,ファッション > メンズ > 学生服 > スクールシャツ
